Customer ID,Contact Date,Contact Channel,Number of JTBD,Interaction competence rating,Level of Support,Support Service Used,Deflection Provided,Digicare Case Open,Average CSAT,Deflection,JTBD,CSAT group
Cust198,16/07/2024,Phone,2,Do it with me,Self help,Digicare,Yes,No,2,screen share,Non-digital,Digicare
Cust199,17/07/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,No,No,5,no deflection,Non-digital,Book
Cust200,18/07/2024,Phone,2,Do it with me,Digicare,Digicare,Yes,No,1,Other,Non-digital,Book
Cust201,19/07/2024,Phone,4,Do it with me,Self help,Assisted digital,Yes,No,3,no deflection,Digital,Libraries Connected
Cust202,20/07/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,Yes,No,4,no deflection,Non-digital,Book
Cust203,21/07/2024,Phone,3,Do it with me,Digicare,Libraries Connected,Yes,No,4,screen share,Digital,Libraries Connected
Cust204,22/07/2024,Phone,3,Do it myself,Self help,Libraries Connected,No,Yes,2,Other,Non-digital,Libraries Connected
Cust205,23/07/2024,Phone,2,Do it with me,Assisted digital,Digicare,No,No,5,Other,Non-digital,Digicare
Cust206,24/07/2024,Phone,2,Do it with me,Digicare,Assisted digital,No,No,3,screen share,Non-digital,Digicare
Cust207,25/07/2024,Webchat,3,Do it myself,Self help,Libraries Connected,No,No,2,no deflection,Digital,Campaign
Cust208,26/07/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,screen share,Non-digital,Libraries Connected
Cust209,27/07/2024,Webchat,1,Do it with me,Digicare,Self help,Yes,No,1,no deflection,Digital,Digicare
Cust210,28/07/2024,Webchat,1,Do it myself,Self help,Self help,Yes,No,5,no deflection,Non-digital,Libraries Connected
Cust211,29/07/2024,Phone,3,Do it with me,Assisted digital,Self help,Yes,No,1,self help resources,Digital,Book
Cust212,30/07/2024,Webchat,2,Do it myself,Digicare,Digicare,Yes,No,2,screen share,Digital,Campaign
Cust213,31/07/2024,Webchat,2,Do it myself,Self help,Digicare,No,No,3,Other,Non-digital,Book
Cust214,01/08/2024,Phone,4,Do it myself,Assisted digital,Self help,No,No,5,screen share,Non-digital,Campaign
Cust215,02/08/2024,Phone,2,Refer to Digicare,Digicare,Assisted digital,Yes,No,5,no deflection,Digital,Book
Cust216,03/08/2024,Phone,2,Do it myself,Self help,Self help,No,No,5,no deflection,Digital,Campaign
Cust217,04/08/2024,Webchat,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,1,no deflection,Non-digital,Digicare
Cust218,05/08/2024,Webchat,3,Do it with me,Digicare,Libraries Connected,Yes,No,1,no deflection,Digital,Libraries Connected
Cust219,06/08/2024,Webchat,3,Do it with me,Self help,Assisted digital,Yes,No,3,no deflection,Non-digital,Campaign
Cust220,07/08/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Non-digital,Libraries Connected
Cust221,08/08/2024,Webchat,4,Do it with me,Digicare,Libraries Connected,Yes,No,4,Other,Non-digital,Libraries Connected
Cust222,09/08/2024,Phone,4,Do it with me,Self help,Assisted digital,No,No,1,Other,Non-digital,Campaign
Cust223,10/08/2024,Phone,1,Do it with me,Assisted digital,Self help,No,No,1,self help resources,Digital,Digicare
Cust224,11/08/2024,Phone,4,Do it with me,Digicare,Self help,Yes,Yes,3,screen share,Digital,Digicare
Cust225,12/08/2024,Webchat,1,Do it with me,Self help,Self help,Yes,No,3,no deflection,Digital,Libraries Connected
Cust226,13/08/2024,Webchat,2,Do it with me,Assisted digital,Self help,Yes,No,4,Other,Non-digital,Campaign
Cust227,14/08/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,Yes,3,Other,Digital,Digicare
Cust228,15/08/2024,Phone,2,Do it myself,Self help,Assisted digital,No,Yes,5,no deflection,Digital,Campaign
Cust229,16/08/2024,Webchat,4,Do it myself,Assisted digital,Libraries Connected,No,No,4,self help resources,Non-digital,Campaign
Cust230,17/08/2024,Phone,3,Do it with me,Digicare,Libraries Connected,Yes,No,4,no deflection,Digital,Digicare
Cust231,18/08/2024,Phone,1,Do it with me,Self help,Self help,No,No,3,screen share,Digital,Book
Cust232,19/08/2024,Phone,4,Do it with me,Assisted digital,Self help,Yes,Yes,2,no deflection,Digital,Campaign
Cust233,20/08/2024,Phone,2,Do it myself,Digicare,Self help,Yes,No,3,Other,Digital,Libraries Connected
Cust234,21/08/2024,Phone,2,Refer to Digicare,Self help,Self help,No,Yes,1,no deflection,Digital,Digicare
Cust235,22/08/2024,Webchat,3,Refer to Digicare,Assisted digital,Self help,Yes,No,3,no deflection,Digital,Book
Cust236,23/08/2024,Phone,2,Do it with me,Digicare,Libraries Connected,No,No,2,screen share,Digital,Digicare
Cust237,24/08/2024,Phone,2,Do it with me,Self help,Assisted digital,No,No,1,no deflection,Digital,Digicare
Cust238,25/08/2024,Webchat,1,Do it with me,Assisted digital,Assisted digital,No,No,1,no deflection,Digital,Book
Cust239,26/08/2024,Phone,3,Do it with me,Digicare,Self help,No,No,2,screen share,Digital,Digicare
Cust240,27/08/2024,Phone,2,Do it with me,Self help,Self help,No,No,1,Other,Non-digital,Campaign
Cust241,28/08/2024,Webchat,3,Do it with me,Assisted digital,Digicare,No,No,3,no deflection,Digital,Libraries Connected
Cust242,29/08/2024,Phone,2,Do it with me,Digicare,Libraries Connected,Yes,No,2,screen share,Non-digital,Libraries Connected
Cust243,30/08/2024,Webchat,3,Do it with me,Self help,Self help,Yes,No,2,screen share,Non-digital,Libraries Connected
Cust244,31/08/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,Yes,No,2,no deflection,Digital,Digicare
Cust245,01/09/2024,Webchat,3,Do it myself,Digicare,Self help,No,No,5,no deflection,Non-digital,Digicare
Cust246,02/09/2024,Phone,1,Do it with me,Self help,Assisted digital,Yes,No,5,screen share,Digital,Campaign
Cust247,03/09/2024,Phone,4,Do it myself,Assisted digital,Assisted digital,Yes,No,5,no deflection,Digital,Campaign
Cust248,04/09/2024,Webchat,2,Do it myself,Digicare,Digicare,No,No,5,no deflection,Non-digital,Libraries Connected
Cust249,05/09/2024,Webchat,2,Do it myself,Self help,Libraries Connected,Yes,No,3,no deflection,Non-digital,Libraries Connected
Cust250,06/09/2024,Phone,1,Do it myself,Assisted digital,Assisted digital,Yes,No,3,Other,Digital,Digicare
Cust251,07/09/2024,Phone,2,Do it with me,Digicare,Self help,Yes,No,5,no deflection,Digital,Digicare
Cust252,08/09/2024,Phone,1,Do it myself,Self help,Self help,Yes,No,3,no deflection,Digital,Libraries Connected
Cust253,09/09/2024,Webchat,1,Do it myself,Assisted digital,Self help,No,Yes,5,screen share,Non-digital,Digicare
Cust254,10/09/2024,Phone,4,Do it myself,Digicare,Assisted digital,No,No,3,Other,Digital,Digicare
Cust255,11/09/2024,Webchat,2,Refer to Digicare,Self help,Libraries Connected,Yes,No,3,screen share,Non-digital,Libraries Connected
Cust256,12/09/2024,Phone,1,Do it myself,Assisted digital,Assisted digital,No,No,2,Other,Non-digital,Book
Cust257,13/09/2024,Webchat,3,Do it with me,Digicare,Assisted digital,No,No,5,no deflection,Digital,Libraries Connected
Cust258,14/09/2024,Phone,4,Do it with me,Self help,Assisted digital,No,No,3,Other,Digital,Libraries Connected
Cust259,15/09/2024,Webchat,3,Do it myself,Assisted digital,Self help,No,No,1,Other,Non-digital,Campaign
Cust260,16/09/2024,Phone,1,Do it with me,Digicare,Digicare,Yes,No,1,Other,Digital,Digicare
Cust261,17/09/2024,Phone,4,Do it myself,Self help,Assisted digital,Yes,No,4,screen share,Non-digital,Campaign
Cust262,18/09/2024,Webchat,2,Do it with me,Assisted digital,Digicare,No,No,5,no deflection,Non-digital,Campaign
Cust263,19/09/2024,Phone,1,Do it with me,Digicare,Libraries Connected,Yes,No,5,no deflection,Non-digital,Digicare
Cust264,20/09/2024,Phone,2,Do it with me,Self help,Assisted digital,Yes,No,5,no deflection,Digital,Digicare
Cust265,21/09/2024,Phone,4,Do it with me,Assisted digital,Assisted digital,Yes,No,1,no deflection,Non-digital,Libraries Connected
Cust266,22/09/2024,Phone,3,Do it with me,Digicare,Assisted digital,No,No,3,no deflection,Non-digital,Digicare
Cust267,23/09/2024,Phone,4,Do it myself,Self help,Assisted digital,Yes,No,3,Other,Digital,Book
Cust268,24/09/2024,Phone,4,Do it myself,Assisted digital,Self help,No,No,5,self help resources,Non-digital,Libraries Connected
Cust269,25/09/2024,Phone,3,Do it with me,Digicare,Assisted digital,Yes,No,5,self help resources,Digital,Book
Cust270,26/09/2024,Webchat,3,Do it myself,Self help,Self help,Yes,No,2,no deflection,Digital,Campaign
Cust271,27/09/2024,Webchat,4,Do it with me,Assisted digital,Libraries Connected,No,No,2,Other,Non-digital,Campaign
Cust272,28/09/2024,Phone,1,Do it myself,Digicare,Self help,Yes,No,3,Other,Digital,Campaign
Cust273,29/09/2024,Webchat,1,Do it with me,Self help,Libraries Connected,No,No,5,self help resources,Non-digital,Campaign
Cust274,30/09/2024,Webchat,3,Do it myself,Assisted digital,Digicare,No,No,5,screen share,Digital,Libraries Connected
Cust275,01/10/2024,Phone,1,Do it with me,Digicare,Digicare,Yes,No,1,no deflection,Non-digital,Book
Cust276,02/10/2024,Phone,3,Do it myself,Self help,Libraries Connected,Yes,Yes,2,no deflection,Non-digital,Book
Cust277,03/10/2024,Phone,3,Do it myself,Assisted digital,Digicare,No,No,2,no deflection,Digital,Digicare
Cust278,04/10/2024,Phone,1,Do it with me,Digicare,Self help,Yes,No,5,no deflection,Digital,Libraries Connected
Cust279,05/10/2024,Webchat,4,Do it myself,Self help,Assisted digital,No,No,5,screen share,Digital,Book
Cust280,06/10/2024,Phone,3,Do it myself,Assisted digital,Self help,Yes,Yes,3,no deflection,Digital,Book
Cust281,07/10/2024,Phone,3,Do it myself,Digicare,Self help,Yes,Yes,1,Other,Non-digital,Digicare
Cust282,08/10/2024,Phone,4,Do it with me,Self help,Assisted digital,Yes,No,2,no deflection,Non-digital,Digicare
Cust283,09/10/2024,Phone,1,Do it myself,Assisted digital,Digicare,No,No,1,screen share,Non-digital,Campaign
Cust284,10/10/2024,Phone,1,Do it with me,Digicare,Self help,Yes,No,4,no deflection,Digital,Libraries Connected
Cust285,11/10/2024,Phone,1,Do it with me,Self help,Self help,No,No,2,self help resources,Digital,Campaign
Cust286,12/10/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,No,No,3,no deflection,Non-digital,Libraries Connected
Cust287,13/10/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,4,no deflection,Non-digital,Book
Cust288,14/10/2024,Phone,3,Refer to Digicare,Self help,Assisted digital,No,No,1,self help resources,Non-digital,Libraries Connected
Cust289,15/10/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,No,No,4,no deflection,Non-digital,Libraries Connected
Cust290,16/10/2024,Phone,3,Do it myself,Digicare,Digicare,No,No,5,screen share,Digital,Libraries Connected
Cust291,17/10/2024,Phone,3,Do it myself,Self help,Self help,Yes,No,3,Other,Digital,Campaign
Cust292,18/10/2024,Webchat,2,Do it with me,Assisted digital,Self help,No,No,2,screen share,Non-digital,Campaign
Cust293,19/10/2024,Phone,3,Do it with me,Digicare,Self help,No,No,2,screen share,Non-digital,Book
Cust294,20/10/2024,Webchat,1,Do it with me,Self help,Assisted digital,No,No,5,no deflection,Digital,Book
Cust295,21/10/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Non-digital,Digicare
Cust296,22/10/2024,Phone,1,Do it myself,Digicare,Digicare,Yes,No,5,screen share,Digital,Digicare
Cust297,23/10/2024,Phone,3,Do it myself,Self help,Assisted digital,Yes,No,4,screen share,Non-digital,Campaign
Cust298,24/10/2024,Webchat,3,Do it myself,Assisted digital,Libraries Connected,Yes,No,2,self help resources,Digital,Digicare
Cust299,25/10/2024,Phone,3,Refer to Digicare,Digicare,Self help,No,No,1,Other,Digital,Campaign
Cust300,26/10/2024,Phone,4,Do it myself,Self help,Self help,Yes,Yes,2,screen share,Digital,Book
Cust301,27/10/2024,Webchat,4,Do it with me,Assisted digital,Libraries Connected,No,No,3,Other,Non-digital,Campaign
Cust302,28/10/2024,Phone,3,Do it with me,Digicare,Libraries Connected,No,No,2,no deflection,Digital,Digicare
Cust303,29/10/2024,Webchat,2,Do it myself,Self help,Self help,No,No,5,Other,Digital,Book
Cust304,30/10/2024,Phone,3,Do it myself,Assisted digital,Self help,Yes,No,5,no deflection,Non-digital,Book
Cust305,31/10/2024,Phone,1,Do it myself,Digicare,Self help,Yes,No,3,screen share,Non-digital,Book
Cust306,01/11/2024,Webchat,1,Do it myself,Self help,Digicare,No,No,5,screen share,Non-digital,Book
Cust307,02/11/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,Yes,No,2,no deflection,Non-digital,Libraries Connected
Cust308,03/11/2024,Phone,1,Do it with me,Digicare,Self help,Yes,No,2,no deflection,Digital,Campaign
Cust309,04/11/2024,Webchat,4,Do it with me,Self help,Digicare,Yes,No,3,Other,Non-digital,Digicare
Cust310,05/11/2024,Webchat,3,Do it with me,Assisted digital,Self help,Yes,Yes,5,no deflection,Digital,Digicare
Cust311,06/11/2024,Phone,3,Do it with me,Digicare,Assisted digital,Yes,No,5,no deflection,Non-digital,Libraries Connected
Cust312,07/11/2024,Webchat,2,Refer to Digicare,Self help,Self help,Yes,No,4,self help resources,Digital,Libraries Connected
Cust313,08/11/2024,Phone,4,Do it with me,Assisted digital,Self help,No,No,5,no deflection,Non-digital,Digicare
Cust314,09/11/2024,Phone,4,Do it myself,Digicare,Digicare,Yes,No,5,screen share,Digital,Book
Cust315,10/11/2024,Webchat,3,Do it with me,Self help,Libraries Connected,Yes,No,1,Other,Non-digital,Digicare
Cust316,11/11/2024,Phone,3,Do it with me,Assisted digital,Libraries Connected,Yes,Yes,1,Other,Non-digital,Campaign
Cust317,12/11/2024,Phone,1,Do it myself,Digicare,Digicare,Yes,No,2,screen share,Non-digital,Campaign
Cust318,13/11/2024,Phone,2,Do it myself,Self help,Libraries Connected,Yes,Yes,3,no deflection,Digital,Campaign
Cust319,14/11/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,No,No,2,no deflection,Non-digital,Libraries Connected
Cust320,15/11/2024,Phone,2,Do it myself,Digicare,Digicare,Yes,No,5,no deflection,Digital,Libraries Connected
Cust321,16/11/2024,Phone,2,Do it with me,Self help,Digicare,Yes,No,5,Other,Digital,Digicare
Cust322,17/11/2024,Phone,2,Do it with me,Assisted digital,Self help,Yes,No,3,Other,Digital,Libraries Connected
Cust323,18/11/2024,Phone,3,Do it with me,Digicare,Self help,Yes,No,2,no deflection,Digital,Libraries Connected
Cust324,19/11/2024,Phone,1,Do it myself,Self help,Self help,No,Yes,4,no deflection,Non-digital,Digicare
Cust325,20/11/2024,Phone,4,Do it myself,Assisted digital,Assisted digital,No,No,2,Other,Digital,Book
Cust326,21/11/2024,Phone,1,Do it myself,Digicare,Assisted digital,No,No,5,screen share,Non-digital,Book
Cust327,22/11/2024,Phone,2,Do it myself,Self help,Digicare,Yes,No,5,Other,Non-digital,Campaign
Cust328,23/11/2024,Phone,1,Do it myself,Assisted digital,Self help,No,No,4,Other,Digital,Digicare
Cust329,24/11/2024,Phone,2,Do it with me,Digicare,Libraries Connected,No,No,5,no deflection,Digital,Campaign
Cust330,25/11/2024,Webchat,1,Do it with me,Self help,Libraries Connected,No,No,3,screen share,Non-digital,Campaign
Cust331,26/11/2024,Webchat,1,Do it with me,Assisted digital,Assisted digital,Yes,No,1,no deflection,Non-digital,Campaign
Cust332,27/11/2024,Phone,2,Do it with me,Digicare,Libraries Connected,Yes,No,5,no deflection,Non-digital,Book
Cust333,28/11/2024,Webchat,3,Do it with me,Self help,Digicare,No,No,5,Other,Non-digital,Digicare
Cust334,29/11/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,No,No,2,screen share,Digital,Libraries Connected
Cust335,30/11/2024,Phone,3,Do it with me,Digicare,Self help,No,No,5,self help resources,Digital,Libraries Connected
Cust336,01/12/2024,Webchat,1,Do it with me,Self help,Self help,No,No,5,self help resources,Digital,Campaign
Cust337,02/12/2024,Phone,2,Do it with me,Assisted digital,Assisted digital,No,No,5,Other,Digital,Libraries Connected
Cust338,03/12/2024,Phone,2,Do it myself,Digicare,Digicare,Yes,No,1,self help resources,Non-digital,Libraries Connected
Cust339,04/12/2024,Phone,2,Do it with me,Self help,Digicare,No,No,1,screen share,Non-digital,Campaign
Cust340,05/12/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,Yes,No,4,no deflection,Non-digital,Digicare
Cust341,06/12/2024,Webchat,4,Refer to Digicare,Digicare,Digicare,No,Yes,5,screen share,Digital,Campaign
Cust342,07/12/2024,Phone,1,Do it myself,Self help,Assisted digital,Yes,No,2,Other,Digital,Book
Cust343,08/12/2024,Phone,4,Do it with me,Assisted digital,Self help,No,No,5,screen share,Digital,Libraries Connected
Cust344,09/12/2024,Phone,2,Do it myself,Digicare,Self help,No,No,2,no deflection,Digital,Campaign
Cust345,10/12/2024,Phone,3,Do it with me,Self help,Digicare,Yes,No,4,no deflection,Digital,Digicare
Cust346,11/12/2024,Phone,2,Do it with me,Assisted digital,Self help,Yes,No,4,no deflection,Non-digital,Book
Cust347,12/12/2024,Phone,3,Do it myself,Digicare,Digicare,Yes,No,1,Other,Digital,Book
Cust348,13/12/2024,Phone,2,Do it myself,Self help,Assisted digital,No,No,4,screen share,Digital,Book
Cust349,14/12/2024,Phone,2,Do it with me,Assisted digital,Self help,Yes,No,2,no deflection,Digital,Book
Cust350,15/12/2024,Phone,3,Do it myself,Digicare,Self help,No,No,1,Other,Digital,Libraries Connected
Cust351,16/12/2024,Phone,3,Do it with me,Self help,Self help,No,Yes,4,no deflection,Digital,Digicare
Cust352,17/12/2024,Webchat,2,Do it myself,Assisted digital,Assisted digital,No,No,4,Other,Non-digital,Book
Cust353,18/12/2024,Webchat,4,Do it with me,Digicare,Self help,Yes,Yes,3,no deflection,Digital,Digicare
Cust354,19/12/2024,Phone,2,Do it with me,Self help,Digicare,Yes,No,1,Other,Non-digital,Book
Cust355,20/12/2024,Webchat,1,Do it with me,Assisted digital,Digicare,No,No,1,screen share,Digital,Digicare
Cust356,21/12/2024,Phone,2,Refer to Digicare,Digicare,Assisted digital,No,No,3,no deflection,Digital,Digicare
Cust357,22/12/2024,Webchat,4,Do it with me,Self help,Digicare,No,No,1,no deflection,Non-digital,Book
Cust358,23/12/2024,Webchat,2,Do it myself,Assisted digital,Assisted digital,No,No,3,no deflection,Digital,Digicare
Cust359,24/12/2024,Phone,3,Do it myself,Digicare,Libraries Connected,No,No,2,screen share,Digital,Digicare
Cust360,25/12/2024,Phone,3,Do it myself,Self help,Digicare,No,No,4,self help resources,Digital,Book
Cust361,26/12/2024,Phone,4,Do it myself,Assisted digital,Assisted digital,Yes,No,2,no deflection,Digital,Digicare
Cust362,27/12/2024,Phone,3,Do it with me,Digicare,Libraries Connected,Yes,No,1,no deflection,Digital,Digicare
Cust363,28/12/2024,Phone,1,Do it with me,Self help,Libraries Connected,Yes,No,2,self help resources,Non-digital,Digicare
Cust364,29/12/2024,Webchat,2,Do it myself,Assisted digital,Assisted digital,Yes,No,1,screen share,Digital,Book
Cust365,30/12/2024,Phone,4,Do it myself,Digicare,Digicare,No,Yes,5,no deflection,Non-digital,Book
Cust366,31/12/2024,Webchat,2,Do it with me,Self help,Libraries Connected,No,No,1,no deflection,Digital,Campaign
Cust367,11/08/2024,Phone,2,Do it with me,Assisted digital,Digicare,Yes,No,3,screen share,Digital,Book
Cust368,12/08/2024,Phone,2,Do it myself,Digicare,Assisted digital,Yes,No,3,Other,Digital,Libraries Connected
Cust369,13/08/2024,Phone,2,Do it with me,Self help,Assisted digital,Yes,No,1,no deflection,Digital,Book
Cust370,14/08/2024,Phone,2,Do it with me,Assisted digital,Assisted digital,Yes,Yes,5,no deflection,Digital,Campaign
Cust371,15/08/2024,Phone,4,Do it myself,Digicare,Digicare,No,No,5,Other,Digital,Libraries Connected
Cust372,16/08/2024,Webchat,1,Do it with me,Self help,Assisted digital,Yes,No,3,no deflection,Non-digital,Campaign
Cust373,17/08/2024,Webchat,2,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,screen share,Non-digital,Book
Cust374,18/08/2024,Webchat,1,Do it myself,Digicare,Libraries Connected,No,No,1,no deflection,Non-digital,Digicare
Cust375,19/08/2024,Phone,1,Do it with me,Self help,Self help,No,Yes,1,screen share,Non-digital,Libraries Connected
Cust376,20/08/2024,Webchat,3,Do it with me,Assisted digital,Self help,Yes,No,5,screen share,Digital,Book
Cust377,21/08/2024,Phone,4,Do it with me,Digicare,Assisted digital,Yes,No,5,no deflection,Non-digital,Book
Cust378,22/08/2024,Webchat,2,Do it with me,Self help,Digicare,Yes,No,2,screen share,Digital,Libraries Connected
Cust379,23/08/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,Other,Digital,Libraries Connected
Cust380,24/08/2024,Phone,1,Do it with me,Digicare,Digicare,No,No,2,Other,Digital,Libraries Connected
Cust381,25/08/2024,Phone,4,Do it with me,Self help,Assisted digital,No,Yes,1,no deflection,Digital,Libraries Connected
Cust382,26/08/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,No,No,5,no deflection,Digital,Book
Cust383,27/08/2024,Phone,1,Do it myself,Digicare,Digicare,Yes,No,3,screen share,Non-digital,Campaign
Cust384,28/08/2024,Phone,2,Do it myself,Self help,Digicare,Yes,No,1,screen share,Digital,Digicare
Cust385,29/08/2024,Phone,1,Do it with me,Assisted digital,Digicare,Yes,No,1,self help resources,Digital,Libraries Connected
Cust386,30/08/2024,Phone,3,Do it myself,Digicare,Digicare,Yes,No,2,self help resources,Non-digital,Libraries Connected
Cust387,31/08/2024,Phone,2,Do it with me,Self help,Digicare,Yes,No,2,no deflection,Digital,Libraries Connected
Cust388,01/09/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,No,No,2,Other,Digital,Libraries Connected
Cust389,02/09/2024,Phone,1,Do it myself,Digicare,Self help,No,No,5,Other,Non-digital,Book
Cust390,03/09/2024,Phone,4,Do it myself,Self help,Assisted digital,No,No,2,no deflection,Digital,Libraries Connected
Cust391,04/09/2024,Webchat,4,Do it myself,Assisted digital,Digicare,Yes,No,4,no deflection,Non-digital,Campaign
Cust392,05/09/2024,Phone,4,Do it myself,Digicare,Self help,Yes,No,5,self help resources,Non-digital,Libraries Connected
Cust393,06/09/2024,Phone,3,Do it myself,Self help,Digicare,Yes,No,1,screen share,Non-digital,Campaign
Cust394,07/09/2024,Phone,3,Do it with me,Assisted digital,Self help,Yes,No,1,screen share,Non-digital,Digicare
Cust395,08/09/2024,Webchat,3,Do it myself,Digicare,Self help,No,No,1,Other,Non-digital,Campaign
Cust396,09/09/2024,Phone,3,Do it with me,Self help,Libraries Connected,Yes,No,2,no deflection,Non-digital,Book
Cust397,10/09/2024,Webchat,3,Do it with me,Assisted digital,Self help,Yes,No,3,no deflection,Non-digital,Book
Cust398,11/09/2024,Webchat,3,Do it with me,Digicare,Assisted digital,No,No,4,screen share,Non-digital,Libraries Connected
Cust399,12/09/2024,Phone,3,Do it myself,Self help,Assisted digital,No,Yes,1,Other,Non-digital,Book
Cust400,13/09/2024,Phone,3,Do it myself,Assisted digital,Digicare,Yes,No,5,no deflection,Digital,Campaign
Cust401,14/09/2024,Phone,3,Do it with me,Digicare,Libraries Connected,Yes,Yes,5,screen share,Digital,Campaign
Cust402,15/09/2024,Phone,1,Do it with me,Self help,Libraries Connected,Yes,No,1,no deflection,Digital,Libraries Connected
Cust403,16/09/2024,Phone,4,Do it with me,Assisted digital,Digicare,Yes,Yes,1,no deflection,Digital,Digicare
Cust404,17/09/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,1,screen share,Non-digital,Campaign
Cust405,18/09/2024,Phone,2,Refer to Digicare,Self help,Assisted digital,No,No,2,screen share,Digital,Libraries Connected
Cust406,19/09/2024,Webchat,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,self help resources,Digital,Libraries Connected
Cust407,20/09/2024,Phone,4,Refer to Digicare,Digicare,Libraries Connected,Yes,No,3,no deflection,Non-digital,Campaign
Cust408,21/09/2024,Webchat,3,Do it with me,Self help,Self help,No,No,3,no deflection,Non-digital,Digicare
Cust409,22/09/2024,Phone,2,Do it myself,Assisted digital,Self help,No,No,5,screen share,Digital,Book
Cust410,23/09/2024,Phone,3,Do it with me,Digicare,Libraries Connected,Yes,No,2,screen share,Non-digital,Digicare
Cust411,24/09/2024,Phone,4,Do it myself,Self help,Assisted digital,Yes,No,5,Other,Digital,Digicare
Cust412,25/09/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,No,No,5,no deflection,Digital,Campaign
Cust413,26/09/2024,Webchat,3,Do it with me,Digicare,Libraries Connected,Yes,No,1,self help resources,Non-digital,Digicare
Cust414,27/09/2024,Phone,2,Do it with me,Self help,Self help,Yes,No,3,no deflection,Digital,Digicare
Cust415,28/09/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,No,No,3,no deflection,Non-digital,Digicare
Cust416,29/09/2024,Phone,1,Do it myself,Digicare,Libraries Connected,No,No,4,self help resources,Digital,Digicare
Cust417,30/09/2024,Webchat,4,Do it with me,Self help,Digicare,No,No,5,screen share,Digital,Campaign
Cust418,01/10/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,No,No,2,no deflection,Digital,Book
Cust419,02/10/2024,Webchat,1,Do it with me,Digicare,Digicare,Yes,No,2,no deflection,Digital,Campaign
Cust420,03/10/2024,Webchat,4,Do it myself,Self help,Assisted digital,No,No,5,Other,Digital,Campaign
Cust421,04/10/2024,Webchat,3,Do it myself,Assisted digital,Digicare,Yes,Yes,5,Other,Digital,Book
Cust422,05/10/2024,Phone,1,Do it with me,Digicare,Libraries Connected,No,No,2,screen share,Digital,Campaign
Cust423,06/10/2024,Webchat,3,Do it with me,Self help,Libraries Connected,Yes,Yes,4,Other,Digital,Campaign
Cust424,07/10/2024,Phone,1,Do it with me,Assisted digital,Digicare,Yes,No,2,no deflection,Digital,Book
Cust425,08/10/2024,Webchat,4,Do it with me,Digicare,Digicare,No,No,5,no deflection,Non-digital,Book
Cust426,09/10/2024,Webchat,3,Do it with me,Self help,Libraries Connected,No,No,1,no deflection,Digital,Book
Cust427,10/10/2024,Phone,3,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,screen share,Digital,Digicare
Cust428,11/10/2024,Phone,4,Do it with me,Digicare,Assisted digital,No,No,3,screen share,Non-digital,Book
Cust429,12/10/2024,Webchat,4,Do it myself,Self help,Digicare,No,No,5,no deflection,Non-digital,Digicare
Cust430,13/10/2024,Webchat,4,Do it with me,Assisted digital,Assisted digital,No,No,2,no deflection,Digital,Campaign
Cust431,14/10/2024,Phone,2,Do it with me,Digicare,Libraries Connected,No,No,3,no deflection,Non-digital,Libraries Connected
Cust432,15/10/2024,Webchat,4,Do it myself,Self help,Self help,No,No,4,no deflection,Digital,Campaign
Cust433,16/10/2024,Phone,1,Do it myself,Assisted digital,Self help,No,No,2,no deflection,Non-digital,Campaign
Cust434,17/10/2024,Phone,1,Do it myself,Digicare,Digicare,No,No,1,no deflection,Non-digital,Libraries Connected
Cust435,18/10/2024,Phone,3,Do it with me,Self help,Digicare,No,No,1,Other,Non-digital,Book
Cust436,19/10/2024,Webchat,1,Refer to Digicare,Assisted digital,Libraries Connected,Yes,No,4,screen share,Digital,Digicare
Cust437,20/10/2024,Webchat,4,Refer to Digicare,Digicare,Self help,No,No,4,no deflection,Digital,Book
Cust438,21/10/2024,Phone,4,Do it with me,Self help,Self help,No,No,4,no deflection,Digital,Campaign
